Add,Province,Region,Riding #,Riding Name,Bloc,Con,Grn,Lib,NDP,Other,1st,2nd,3rd,Winner %,NDP /Green,NDP+Green /total,Winnability,NDP    /Total,Green /Total,# Incumbent + Winnable,# Could Greens run here?
43,AB,Calgary,48004,Calgary Centre,,36360,2723,17199,6290,1362,Con,Lib,NDP,56.87%,231.00%,14.10%,,9.84%,4.26%,,
43,AB,Calgary,48005,Calgary Confederation,,35648,5488,14462,7113,1634,Con,Lib,NDP,55.40%,129.61%,19.58%,Potential,11.05%,8.53%,,
43,AB,Calgary,48006,Calgary Forest Lawn,,23585,1282,8537,4133,1894,Con,Lib,NDP,59.81%,322.39%,13.73%,,10.48%,3.25%,,
43,AB,Calgary,48007,Calgary Heritage,,39098,1917,7671,5038,1478,Con,Lib,NDP,70.83%,262.81%,12.60%,,9.13%,3.47%,,
43,AB,Calgary,48008,Calgary Midnapore,,49700,1942,7320,6193,1562,Con,Lib,NDP,74.49%,318.90%,12.19%,,9.28%,2.91%,,
43,AB,Calgary,48009,Calgary Nose Hill,,37950,1478,8606,5107,1140,Con,Lib,NDP,69.91%,345.53%,12.13%,,9.41%,2.72%,,
43,AB,Calgary,48010,Calgary Rocky Ridge,,47477,1927,12694,5869,1291,Con,Lib,NDP,68.55%,304.57%,11.26%,,8.47%,2.78%,,
43,AB,Calgary,48011,Calgary Shepard,,57793,2273,8461,6639,1719,Con,Lib,NDP,75.17%,292.08%,11.59%,,8.63%,2.96%,,
43,AB,Calgary,48012,Calgary Signal Hill,,43535,2044,9370,5121,1800,Con,Lib,NDP,70.37%,250.54%,11.58%,,8.28%,3.30%,,
43,AB,Calgary,48013,Calgary Skyview,,26193,781,14134,7414,1352,Con,Lib,NDP,52.52%,949.30%,16.43%,,14.87%,1.57%,,
43,AB,Edmonton and around,48014,Edmonton Centre,,21586,1332,17000,10659,1168,Con,Lib,NDP,41.72%,800.23%,23.17%,Stretch,20.60%,2.57%,,
43,AB,Edmonton and around,48015,Edmonton Griesbach,,23551,1205,7805,11499,1917,Con,NDP,Lib,51.22%,954.27%,27.63%,Stretch,25.01%,2.62%,,
43,AB,Edmonton and around,48016,Edmonton Manning,,28837,1123,10903,8924,1338,Con,Lib,NDP,56.40%,794.66%,19.65%,,17.46%,2.20%,,
43,AB,Edmonton and around,48017,Edmonton Mill Woods,,26425,944,17611,6284,1153,Con,Lib,NDP,50.41%,665.68%,13.79%,,11.99%,1.80%,,
43,AB,Edmonton and around,48018,Edmonton Riverbend,,34491,1722,13591,9013,844,Con,Lib,NDP,57.81%,523.40%,17.99%,,15.11%,2.89%,,
43,AB,Edmonton and around,48019,Edmonton Strathcona,,20634,1076,6362,26189,1120,NDP,Con,Lib,47.29%,2433.92%,49.23%,Incumbent,47.29%,1.94%,,
43,AB,Edmonton and around,48020,Edmonton West,,35181,1383,11555,8365,1105,Con,Lib,NDP,61.09%,604.84%,16.93%,,14.53%,2.40%,,
43,AB,Edmonton and around,48021,Edmonton--Wetaskiwin,,61709,1609,10300,9623,1852,Con,Lib,NDP,72.52%,598.07%,13.20%,,11.31%,1.89%,,
43,AB,Edmonton and around,48032,Sherwood Park--Fort Saskatchewan,,52950,1547,7167,8667,1607,Con,NDP,Lib,73.61%,560.25%,14.20%,,12.05%,2.15%,,
43,AB,Edmonton and around,48031,St. Albert--Edmonton,,38807,1548,12224,9655,1616,Con,Lib,NDP,60.78%,623.71%,17.55%,,15.12%,2.42%,,
43,AB,Edmonton and around,48033,Sturgeon River--Parkland,,52163,1686,4590,6794,1998,Con,NDP,Lib,77.59%,402.97%,12.61%,,10.11%,2.51%,,
43,AB,Rural Alberta,48001,Banff--Airdrie,,54580,3230,8216,7960,2609,Con,Lib,NDP,71.26%,246.44%,14.61%,,10.39%,4.22%,,
43,AB,Rural Alberta,48002,Battle River--Crowfoot,,52497,1750,2485,3089,1583,Con,NDP,Lib,85.49%,176.51%,7.88%,,5.03%,2.85%,,
43,AB,Rural Alberta,48003,Bow River,,45691,805,3104,3010,1747,Con,Lib,NDP,84.06%,373.91%,7.02%,,5.54%,1.48%,,
43,AB,Rural Alberta,48022,Foothills,,52907,2309,3765,3641,1668,Con,Lib,NDP,82.29%,157.69%,9.25%,,5.66%,3.59%,,
43,AB,Rural Alberta,48023,Fort McMurray--Cold Lake,,39765,857,4708,2767,1583,Con,Lib,NDP,80.04%,322.87%,7.29%,,5.57%,1.73%,,
43,AB,Rural Alberta,48024,Grande Prairie--Mackenzie,,50458,1138,2803,4064,1473,Con,NDP,Lib,84.19%,357.12%,8.68%,,6.78%,1.90%,,
43,AB,Rural Alberta,48025,Lakeland,,47551,1069,2492,3634,1827,Con,NDP,Lib,84.05%,339.94%,8.31%,,6.42%,1.89%,,
43,AB,Rural Alberta,48026,Lethbridge,,41580,1999,8642,9419,1699,Con,NDP,Lib,65.65%,471.19%,18.03%,,14.87%,3.16%,,
43,AB,Rural Alberta,48027,Medicine Hat--Cardston--Warner,,41498,1165,3467,4530,1674,Con,NDP,Lib,79.29%,388.84%,10.88%,,8.66%,2.23%,,
43,AB,Rural Alberta,48028,Peace River--Westlock,,41159,1350,3062,3805,1569,Con,NDP,Lib,80.79%,281.85%,10.12%,,7.47%,2.65%,,
43,AB,Rural Alberta,48030,Red Deer--Lacombe,,52684,1533,3437,5888,2408,Con,NDP,Lib,79.88%,384.08%,11.25%,,8.93%,2.32%,,
43,AB,Rural Alberta,48029,Red Deer--Mountain View,,54111,1997,3724,4836,2609,Con,NDP,Lib,80.43%,242.16%,10.16%,,7.19%,2.97%,,
43,AB,Rural Alberta,48034,Yellowhead,,45206,1236,2842,3781,1896,Con,NDP,Lib,82.25%,305.91%,9.13%,,6.88%,2.25%,,
43,BC,BC Interior - North,59004,Cariboo--Prince George,,28564,4920,10788,8321,1533,Con,Lib,NDP,52.77%,169.13%,24.46%,Stretch,15.37%,9.09%,,
43,BC,BC Interior - North,59024,Prince George--Peace River--Northern Rockies,,38157,3395,6304,5013,1728,Con,Lib,NDP,69.89%,147.66%,15.40%,,9.18%,6.22%,,
43,BC,BC Interior - North,59028,Skeena--Bulkley Valley,,13637,3193,4704,16670,2591,NDP,Con,Lib,40.86%,522.08%,48.69%,Incumbent,40.86%,7.83%,,
43,BC,BC Interior - SE,59005,Central Okanagan--Similkameen--Nicola,,30364,4910,15843,10772,1547,Con,Lib,NDP,47.87%,219.39%,24.72%,Stretch,16.98%,7.74%,,
43,BC,BC Interior - SE,59013,Kamloops--Thompson--Cariboo,,32057,8696,19543,9824,1583,Con,Lib,NDP,44.71%,112.97%,25.83%,Stretch,13.70%,12.13%,,
43,BC,BC Interior - SE,59014,Kelowna--Lake Country,,31037,5025,22150,8229,1424,Con,Lib,NDP,45.73%,163.76%,19.53%,,12.13%,7.40%,,
43,BC,BC Interior - SE,59015,Kootenay--Columbia,,29893,5998,6033,22707,1696,Con,NDP,Lib,45.07%,378.58%,43.28%,Winnable,34.23%,9.04%,,
43,BC,BC Interior - SE,59020,North Okanagan--Shuswap,,35753,7697,16626,11198,1999,Con,Lib,NDP,48.79%,145.49%,25.79%,Stretch,15.28%,10.50%,,
43,BC,BC Interior - SE,59029,South Okanagan--West Kootenay,,23508,5520,11481,24304,1948,NDP,Con,Lib,36.40%,440.29%,44.67%,Incumbent,36.40%,8.27%,,
43,BC,Fraser Valley and S Lower M,59001,Abbotsford,,25028,3655,10460,8164,1241,Con,Lib,NDP,51.55%,223.37%,24.34%,Stretch,16.82%,7.53%,,
43,BC,Fraser Valley and S Lower M,59006,Chilliwack--Hope,,26477,5168,10735,8868,2024,Con,Lib,NDP,49.70%,171.59%,26.35%,Stretch,16.65%,9.70%,,
43,BC,Fraser Valley and S Lower M,59007,Cloverdale--Langley City,,20772,3502,19470,10389,925,Con,Lib,NDP,37.73%,296.66%,25.23%,Stretch,18.87%,6.36%,,
43,BC,Fraser Valley and S Lower M,59011,Delta,,17638,3310,21969,8654,1717,Lib,Con,NDP,41.23%,261.45%,22.45%,Stretch,16.24%,6.21%,,
43,BC,Fraser Valley and S Lower M,59012,Fleetwood--Port Kells,,16347,2324,18149,10293,1081,Lib,Con,NDP,37.66%,442.90%,26.18%,Stretch,21.36%,4.82%,,
43,BC,Fraser Valley and S Lower M,59016,Langley--Aldergrove,,28953,4704,15700,10418,1762,Con,Lib,NDP,47.05%,221.47%,24.57%,Stretch,16.93%,7.64%,,
43,BC,Fraser Valley and S Lower M,59017,Mission--Matsqui--Fraser Canyon,,19271,4999,12022,8004,1447,Con,Lib,NDP,42.13%,160.11%,28.43%,Stretch,17.50%,10.93%,,
43,BC,Fraser Valley and S Lower M,59022,Pitt Meadows--Maple Ridge,,19501,4259,15957,12802,1188,Con,Lib,NDP,36.31%,300.59%,31.77%,Winnable,23.84%,7.93%,,
43,BC,Fraser Valley and S Lower M,59025,Richmond Centre,,18791,2318,10824,5482,727,Con,Lib,NDP,49.27%,236.50%,20.45%,Stretch,14.37%,6.08%,,
43,BC,Fraser Valley and S Lower M,59030,South Surrey--White Rock,,24044,4361,21319,6558,838,Con,Lib,NDP,42.09%,150.38%,19.12%,Stretch,11.48%,7.63%,,
43,BC,Fraser Valley and S Lower M,59031,Steveston--Richmond East,,17193,2852,14397,6167,475,Con,Lib,NDP,41.85%,216.23%,21.95%,Stretch,15.01%,6.94%,,
43,BC,Fraser Valley and S Lower M,59032,Surrey Centre,,10413,2505,15266,11166,1475,Lib,NDP,Con,37.39%,445.75%,33.49%,Winnable,27.35%,6.14%,,
43,BC,Fraser Valley and S Lower M,59033,Surrey--Newton,,8511,1296,18328,11854,669,Lib,NDP,Con,45.08%,914.66%,32.34%,Stretch,29.16%,3.19%,,
43,BC,Vancouver and N Lower Main,59002,Burnaby North--Seymour,,9572,4630,17404,15844,1538,Lib,NDP,Con,35.53%,342.20%,41.79%,Winnable,32.34%,9.45%,,
43,BC,Vancouver and N Lower Main,59003,Burnaby South,,13887,2481,10634,16753,946,NDP,Con,Lib,37.48%,675.25%,43.03%,Incumbent,37.48%,5.55%,,
43,BC,Vancouver and N Lower Main,59008,Coquitlam--Port Coquitlam,,19275,3889,19614,13073,783,Lib,Con,NDP,34.63%,336.15%,29.95%,Winnable,23.08%,6.87%,,
43,BC,Vancouver and N Lower Main,59019,New Westminster--Burnaby,,11278,4280,12240,23022,1288,NDP,Lib,Con,44.18%,537.90%,52.40%,Incumbent,44.18%,8.21%,,
43,BC,Vancouver and N Lower Main,59021,North Vancouver,,16775,7676,26402,10116,905,Lib,Con,NDP,42.67%,131.79%,28.76%,Stretch,16.35%,12.41%,,
43,BC,Vancouver and N Lower Main,59023,Port Moody--Coquitlam,,16588,3812,15409,16255,865,Con,NDP,Lib,31.34%,426.42%,37.91%,Winnable,30.71%,7.20%,,
43,BC,Vancouver and N Lower Main,59034,Vancouver Centre,,10244,6577,22317,12582,1230,Lib,NDP,Con,42.15%,191.30%,36.18%,Winnable,23.76%,12.42%,,
43,BC,Vancouver and N Lower Main,59035,Vancouver East,,6601,7811,9804,28473,1533,NDP,Lib,Grn,52.51%,364.52%,66.92%,Incumbent,52.51%,14.41%,,
43,BC,Vancouver and N Lower Main,59036,Vancouver Granville,,11326,2554,13637,6730,16955,Other,Lib,Con,33.11%,263.51%,18.13%,,13.14%,4.99%,,
43,BC,Vancouver and N Lower Main,59038,Vancouver Kingsway,,8698,2592,10012,21150,799,NDP,Lib,Con,48.90%,815.97%,54.89%,Incumbent,48.90%,5.99%,,
43,BC,Vancouver and N Lower Main,59039,Vancouver Quadra,,13814,6054,21398,7461,587,Lib,Con,NDP,43.39%,123.24%,27.41%,Stretch,15.13%,12.28%,,
43,BC,Vancouver and N Lower Main,59040,Vancouver South,,14222,2375,17442,7841,527,Lib,Con,NDP,41.13%,330.15%,24.09%,Stretch,18.49%,5.60%,,
43,BC,Vancouver and N Lower Main,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,,17106,14099,22135,8814,1347,Lib,Con,Grn,34.86%,62.52%,36.08%,Winnable,13.88%,22.20%,,
43,BC,Vancouver Island,59009,Courtenay--Alberni,,23516,9569,8513,29407,168,NDP,Con,Grn,41.32%,307.32%,54.76%,Incumbent,41.32%,13.44%,,
43,BC,Vancouver Island,59010,Cowichan--Malahat--Langford,,16456,12880,10125,23095,1246,NDP,Con,Grn,36.20%,179.31%,56.39%,Incumbent,36.20%,20.19%,,
43,BC,Vancouver Island,59026,Esquimalt--Saanich--Sooke,,13054,18135,12342,23516,1956,NDP,Grn,Con,34.08%,129.67%,60.36%,Incumbent,34.08%,26.28%,,
43,BC,Vancouver Island,59018,Nanaimo--Ladysmith,,18447,24537,9649,16857,1644,Grn,Con,NDP,34.49%,68.70%,58.19%,Incumbent,23.70%,34.49%,,
43,BC,Vancouver Island,59037,North Island--Powell River,,20131,8899,8151,23481,1464,NDP,Con,Grn,37.80%,263.86%,52.12%,Incumbent,37.80%,14.32%,,
43,BC,Vancouver Island,59027,Saanich--Gulf Islands,,13507,32326,11116,8446,914,Grn,Con,Lib,48.75%,26.13%,61.49%,Incumbent,12.74%,48.75%,,
43,BC,Vancouver Island,59041,Victoria,,8833,20846,15686,23290,1418,NDP,Grn,Lib,33.24%,111.72%,62.99%,Incumbent,33.24%,29.75%,,
43,MB,Rural Manitoba,46001,Brandon--Souris,,25729,2933,4924,5694,1256,Con,NDP,Lib,63.47%,194.14%,21.28%,Stretch,14.05%,7.24%,,
43,MB,Rural Manitoba,46003,Churchill--Keewatinook Aski,,4648,1109,5125,11133,296,NDP,Lib,Con,49.90%,1003.88%,54.87%,Incumbent,49.90%,4.97%,,
43,MB,Rural Manitoba,46004,Dauphin--Swan River--Neepawa,,24942,2090,5103,5404,1147,Con,NDP,Lib,64.47%,258.56%,19.37%,Stretch,13.97%,5.40%,,
43,MB,Rural Manitoba,46007,Portage--Lisgar,,31403,2307,4721,3783,2013,Con,Lib,NDP,71.00%,163.98%,13.77%,,8.55%,5.22%,,
43,MB,Rural Manitoba,46008,Provencher,,31588,2930,6254,6093,1158,Con,Lib,NDP,65.78%,207.95%,18.79%,Stretch,12.69%,6.10%,,
43,MB,Rural Manitoba,46010,Selkirk--Interlake--Eastman,,30779,2890,5895,8743,667,Con,NDP,Lib,62.85%,302.53%,23.75%,Stretch,17.85%,5.90%,,
43,MB,Winnipeg,46002,Charleswood--St. James--Assiniboia--Headingley,,18530,2114,16133,6484,2249,Con,Lib,NDP,40.72%,306.72%,18.89%,Stretch,14.25%,4.65%,,
43,MB,Winnipeg,46005,Elmwood--Transcona,,16426,1477,5282,19841,506,NDP,Con,Lib,45.58%,1343.33%,48.97%,Incumbent,45.58%,3.39%,,
43,MB,Winnipeg,46006,Kildonan--St. Paul,,19690,1738,12187,9187,966,Con,Lib,NDP,44.99%,528.60%,24.96%,Stretch,20.99%,3.97%,,
43,MB,Winnipeg,46009,Saint Boniface--Saint Vital,,15287,2617,19934,7932,954,Lib,Con,NDP,42.66%,303.10%,22.58%,Stretch,16.98%,5.60%,,
43,MB,Winnipeg,46011,Winnipeg Centre,,5523,1611,10385,12844,703,NDP,Lib,Con,41.34%,797.27%,46.53%,Incumbent,41.34%,5.19%,,
43,MB,Winnipeg,46012,Winnipeg North,,6652,887,14867,8221,901,Lib,NDP,Con,47.15%,926.83%,28.89%,Stretch,26.08%,2.81%,,
43,MB,Winnipeg,46013,Winnipeg South,,18309,2023,19887,6573,407,Lib,Con,NDP,42.13%,324.91%,18.21%,Stretch,13.93%,4.29%,,
43,MB,Winnipeg,46014,Winnipeg South Centre,,14565,3042,22106,8601,638,Lib,Con,NDP,45.16%,282.74%,23.78%,Stretch,17.57%,6.21%,,
43,NB,New Brunswick - N and W,13001,Acadie--Bathurst,,10344,4271,26519,6963,,Lib,Con,NDP,55.14%,163.03%,23.36%,Stretch,14.48%,8.88%,,
43,NB,New Brunswick - N and W,13005,Madawaska--Restigouche,,9800,5090,17331,2314,,Lib,Con,Grn,50.18%,45.46%,21.44%,Stretch,6.70%,14.74%,,
43,NB,New Brunswick - N and W,13006,Miramichi--Grand Lake,,12311,3915,12725,2874,2772,Lib,Con,Grn,36.78%,73.41%,19.62%,Stretch,8.31%,11.32%,,
43,NB,New Brunswick - N and W,13007,Moncton--Riverview--Dieppe,,12190,9371,22261,6164,1957,Lib,Con,Grn,42.86%,65.78%,29.91%,Stretch,11.87%,18.04%,,
43,NB,New Brunswick - N and W,13010,Tobique--Mactaquac,,19229,5343,9631,3007,936,Con,Lib,Grn,50.41%,56.28%,21.89%,Stretch,7.88%,14.01%,,
43,NB,New Brunswick - SE,13002,Beauséjour,,9435,14251,24957,3937,1050,Lib,Grn,Con,46.54%,27.63%,33.91%,Stretch,7.34%,26.57%,,
43,NB,New Brunswick - SE,13003,Fredericton,,14589,15380,12803,2826,1243,Grn,Con,Lib,32.83%,18.37%,38.87%,Incumbent,6.03%,32.83%,,
43,NB,New Brunswick - SE,13004,Fundy Royal,,21727,7060,12015,4660,1730,Con,Lib,Grn,46.04%,66.01%,24.83%,Stretch,9.87%,14.96%,,
43,NB,New Brunswick - SE,13008,New Brunswick Southwest,,19457,5352,10110,3251,1478,Con,Lib,Grn,49.07%,60.74%,21.70%,Stretch,8.20%,13.50%,,
43,NB,New Brunswick - SE,13009,Saint John--Rothesay,,14006,4153,15448,5046,2601,Lib,Con,NDP,37.45%,121.50%,22.30%,Stretch,12.23%,10.07%,,
43,NL,Newfoundland and Labrador,10001,Avalon,,12538,2172,18646,7101,,Lib,Con,NDP,46.09%,326.93%,22.92%,Stretch,17.55%,5.37%,,
43,NL,Newfoundland and Labrador,10002,Bonavista--Burin--Trinity,,12697,920,14701,3855,,Lib,Con,NDP,45.69%,419.02%,14.84%,,11.98%,2.86%,,
43,NL,Newfoundland and Labrador,10003,Coast of Bays--Central--Notre Dame,,11695,1310,15861,4058,,Lib,Con,NDP,48.17%,309.77%,16.30%,,12.33%,3.98%,,
43,NL,Newfoundland and Labrador,10004,Labrador,,3548,224,4821,2796,,Lib,Con,NDP,42.33%,1248.21%,26.52%,Stretch,24.55%,1.97%,,
43,NL,Newfoundland and Labrador,10005,Long Range Mountains,,10874,1326,18182,7594,409,Lib,Con,NDP,47.37%,572.70%,23.24%,Stretch,19.78%,3.45%,,
43,NL,Newfoundland and Labrador,10006,St. John's East,,8187,818,14961,21164,,NDP,Lib,Con,46.90%,2587.29%,48.71%,Incumbent,46.90%,1.81%,,
43,NL,Newfoundland and Labrador,10007,St. John's South--Mount Pearl,,7537,717,20094,10703,463,Lib,NDP,Con,50.85%,1492.75%,28.90%,Stretch,27.09%,1.81%,,
43,NS,Nova Scotia - Halifax,12004,Dartmouth--Cole Harbour,,8480,5197,23751,14220,937,Lib,NDP,Con,45.17%,273.62%,36.92%,Winnable,27.04%,9.88%,,
43,NS,Nova Scotia - Halifax,12005,Halifax,,6214,7762,23088,16594,831,Lib,NDP,Grn,42.37%,213.79%,44.70%,Winnable,30.45%,14.25%,,
43,NS,Nova Scotia - Halifax,12006,Halifax West,,10488,6555,26884,10429,,Lib,Con,NDP,49.46%,159.10%,31.25%,Stretch,19.19%,12.06%,,
43,NS,Nova Scotia - Halifax,12008,Sackville--Preston--Chezzetcook,,11224,5743,19920,11857,819,Lib,NDP,Con,40.19%,206.46%,35.51%,Winnable,23.92%,11.59%,,
43,NS,Nova Scotia - Northern,12001,Cape Breton--Canso,,14478,3246,16097,6258,1778,Lib,Con,NDP,38.46%,192.79%,22.71%,Stretch,14.95%,7.75%,,
43,NS,Nova Scotia - Northern,12002,Central Nova,,13201,3478,20718,5896,1266,Lib,Con,NDP,46.50%,169.52%,21.04%,Stretch,13.23%,7.81%,,
43,NS,Nova Scotia - Northern,12010,Sydney--Victoria,,11228,2249,12536,8150,6413,Lib,Con,NDP,30.90%,362.38%,25.63%,Winnable,20.09%,5.54%,,
43,NS,Nova Scotia - West and South,12003,Cumberland--Colchester,,16219,6015,16672,5451,1093,Lib,Con,Grn,36.68%,90.62%,25.23%,Stretch,11.99%,13.23%,,
43,NS,Nova Scotia - West and South,12007,Kings--Hants,,11905,6029,20807,8243,1051,Lib,Con,NDP,43.32%,136.72%,29.71%,Stretch,17.16%,12.55%,,
43,NS,Nova Scotia - West and South,12009,South Shore--St. Margarets,,14744,6070,21887,8361,1459,Lib,Con,NDP,41.67%,137.74%,27.48%,Stretch,15.92%,11.56%,,
43,NS,Nova Scotia - West and South,12011,West Nova,,18390,5949,17034,5020,453,Con,Lib,Grn,39.26%,84.38%,23.42%,Stretch,10.72%,12.70%,,
43,North,North,61001,Northwest Territories,,4279,1757,6638,3619,295,Lib,Con,NDP,40.02%,205.98%,32.41%,Stretch,21.82%,10.59%,,
43,North,North,62001,Nunavut,,2327,189,2798,3717,,NDP,Lib,Con,41.16%,1966.67%,43.25%,Incumbent,41.16%,2.09%,,
43,North,North,60001,Yukon,,6777,2109,6849,4475,280,Lib,Con,NDP,33.43%,212.19%,32.13%,Winnable,21.84%,10.29%,,
43,ON,"Brampton, Miss. and Oakville",35008,Brampton Centre,,10605,1655,18543,7693,782,Lib,Con,NDP,47.21%,464.83%,23.80%,Stretch,19.59%,4.21%,,
43,ON,"Brampton, Miss. and Oakville",35009,Brampton East,,12045,679,23727,13077,550,Lib,NDP,Con,47.38%,1925.92%,27.47%,Stretch,26.11%,1.36%,,
43,ON,"Brampton, Miss. and Oakville",35010,Brampton North,,13895,1479,25697,8382,505,Lib,Con,NDP,51.44%,566.73%,19.74%,Stretch,16.78%,2.96%,,
43,ON,"Brampton, Miss. and Oakville",35011,Brampton South,,13753,1898,23836,7828,856,Lib,Con,NDP,49.48%,412.43%,20.19%,Stretch,16.25%,3.94%,,
43,ON,"Brampton, Miss. and Oakville",35012,Brampton West,,12659,1240,28433,9695,980,Lib,Con,NDP,53.64%,781.85%,20.63%,Stretch,18.29%,2.34%,,
43,ON,"Brampton, Miss. and Oakville",35058,Mississauga Centre,,15758,1617,29472,5025,1076,Lib,Con,NDP,55.66%,310.76%,12.54%,,9.49%,3.05%,,
43,ON,"Brampton, Miss. and Oakville",35059,Mississauga East--Cooksville,,17237,1530,27058,4452,802,Lib,Con,NDP,52.97%,290.98%,11.71%,,8.72%,3.00%,,
43,ON,"Brampton, Miss. and Oakville",35060,Mississauga--Erin Mills,,19105,2156,30894,5149,650,Lib,Con,NDP,53.31%,238.82%,12.60%,,8.88%,3.72%,,
43,ON,"Brampton, Miss. and Oakville",35061,Mississauga--Lakeshore,,22573,2756,28994,4979,827,Lib,Con,NDP,48.22%,180.66%,12.86%,,8.28%,4.58%,,
43,ON,"Brampton, Miss. and Oakville",35062,Mississauga--Malton,,12448,1218,27501,5953,773,Lib,Con,NDP,57.42%,488.75%,14.97%,,12.43%,2.54%,,
43,ON,"Brampton, Miss. and Oakville",35063,Mississauga--Streetsville,,19227,2695,29058,5955,964,Lib,Con,NDP,50.19%,220.96%,14.94%,,10.29%,4.65%,,
43,ON,"Brampton, Miss. and Oakville",35072,Oakville,,24046,3459,28668,4807,902,Lib,Con,NDP,46.33%,138.97%,13.36%,,7.77%,5.59%,,
43,ON,"Brampton, Miss. and Oakville",35073,Oakville North--Burlington,,26229,2844,32952,5691,736,Lib,Con,NDP,48.14%,200.11%,12.47%,,8.31%,4.15%,,
43,ON,Central Ontario,35004,Barrie--Innisfil,,23573,4630,15655,8742,1000,Con,Lib,NDP,43.98%,188.81%,24.95%,Stretch,16.31%,8.64%,,
43,ON,Central Ontario,35005,Barrie--Springwater--Oro-Medonte,,20857,6968,16601,7868,960,Con,Lib,NDP,39.17%,112.92%,27.86%,Stretch,14.77%,13.08%,,
43,ON,Central Ontario,35014,Bruce--Grey--Owen Sound,,26584,5007,17247,6666,2018,Con,Lib,NDP,46.22%,133.13%,20.29%,Stretch,11.59%,8.70%,,
43,ON,Central Ontario,35022,Dufferin--Caledon,,28729,7252,22330,7822,1823,Con,Lib,NDP,42.28%,107.86%,22.18%,Stretch,11.51%,10.67%,,
43,ON,Central Ontario,35034,Haliburton--Kawartha Lakes--Brock,,31986,5413,16839,9532,1245,Con,Lib,NDP,49.20%,176.09%,22.99%,Stretch,14.66%,8.33%,,
43,ON,Central Ontario,35071,Northumberland--Peterborough South,,27218,5417,24706,9482,1445,Con,Lib,NDP,39.87%,175.04%,21.82%,Stretch,13.89%,7.93%,,
43,ON,Central Ontario,35084,Peterborough--Kawartha,,24096,4857,26979,11698,1224,Lib,Con,NDP,39.18%,240.85%,24.04%,Stretch,16.99%,7.05%,,
43,ON,Central Ontario,35100,Simcoe North,,27112,5820,19140,8749,1481,Con,Lib,NDP,43.52%,150.33%,23.38%,Stretch,14.04%,9.34%,,
43,ON,Central Ontario,35099,Simcoe--Grey,,32444,8423,23372,8320,1667,Con,Lib,Grn,43.71%,98.78%,22.56%,Stretch,11.21%,11.35%,,
43,ON,Central Ontario,35119,York--Simcoe,,24796,4615,14252,7481,2159,Con,Lib,NDP,46.52%,162.10%,22.69%,Stretch,14.03%,8.66%,,
43,ON,Central Toronto,35007,Beaches--East York,,7957,3295,32168,11964,822,Lib,NDP,Con,57.23%,363.10%,27.15%,,21.29%,5.86%,,
43,ON,Central Toronto,35018,Davenport,,5014,2341,22813,21341,794,Lib,NDP,Con,43.62%,911.62%,45.28%,Winnable,40.80%,4.48%,,
43,ON,Central Toronto,35021,Don Valley West,,15981,2140,28426,3758,712,Lib,Con,NDP,55.72%,175.61%,11.56%,,7.37%,4.19%,,
43,ON,Central Toronto,35024,Eglinton--Lawrence,,17909,2581,29384,4654,581,Lib,Con,NDP,53.32%,180.32%,13.13%,,8.45%,4.68%,,
43,ON,Central Toronto,35081,Parkdale--High Park,,7960,3898,28408,18777,909,Lib,NDP,Con,47.38%,481.71%,37.82%,Stretch,31.32%,6.50%,,
43,ON,Central Toronto,35101,Spadina--Fort York,,10485,3067,33060,12227,809,Lib,NDP,Con,55.43%,398.66%,25.64%,Stretch,20.50%,5.14%,,
43,ON,Central Toronto,35108,Toronto Centre,,6470,3726,30580,11886,637,Lib,NDP,Con,57.37%,319.00%,29.29%,Stretch,22.30%,6.99%,,
43,ON,Central Toronto,35109,Toronto--Danforth,,6035,3676,27144,18896,1239,Lib,NDP,Con,47.63%,514.04%,39.61%,Winnable,33.16%,6.45%,,
43,ON,Central Toronto,35090,Toronto--St. Paul's,,12579,3914,32256,9177,924,Lib,Con,NDP,54.81%,234.47%,22.24%,Stretch,15.59%,6.65%,,
43,ON,Central Toronto,35110,University--Rosedale,,9008,4585,28088,11996,927,Lib,NDP,Con,51.44%,261.64%,30.37%,Stretch,21.97%,8.40%,Christia Freeland's riding,
43,ON,Central Toronto,35120,York South--Weston,,8369,1593,25638,8427,761,Lib,NDP,Con,57.24%,529.00%,22.37%,,18.82%,3.56%,,
43,ON,Durham and York,35001,Ajax,,16219,2016,34344,6811,987,Lib,Con,NDP,56.88%,337.85%,14.62%,,11.28%,3.34%,,
43,ON,Durham and York,35003,Aurora--Oak Ridges--Richmond Hill,,23333,2090,22014,3684,1041,Con,Lib,NDP,42.20%,176.27%,11.07%,,7.06%,4.01%,,
43,ON,Durham and York,35023,Durham,,30627,3881,23299,13144,1472,Con,Lib,NDP,42.29%,338.68%,23.51%,Stretch,18.15%,5.36%,,
43,ON,Durham and York,35043,King--Vaughan,,27454,2460,28365,4195,725,Lib,Con,NDP,44.88%,170.53%,10.53%,,6.64%,3.89%,,
43,ON,Durham and York,35054,Markham--Stouffville,,19570,1581,24743,4013,13747,Lib,Con,Other,38.87%,253.83%,8.79%,,6.30%,2.48%,,
43,ON,Durham and York,35055,Markham--Thornhill,,15401,1218,23826,3248,637,Lib,Con,NDP,53.75%,266.67%,10.07%,,7.33%,2.75%,,
